   Nr |                      x |               math.tan |              cont_frac |            poly_approx |   err_frac |   err_poly 
 1321 |     -1.561318503494204 |   -105.506298761945544 |   -105.506298761944237 |   -105.506298761946212 |   1.31e-12 |   6.68e-13
 1322 |      0.057108953350392 |      0.057171120119245 |      0.057171120120245 |      0.057171120119245 |   1.00e-12 |   1.87e-16
 1323 |      0.674511916124083 |      0.799624465995974 |      0.799624465996974 |      0.799481577921169 |   1.00e-12 |   1.43e-04
 1324 |     -0.747822507253205 |     -0.927537409838738 |     -0.927537409837737 |     -0.927068596080800 |   1.00e-12 |   4.69e-04
 1325 |      0.376932385192214 |      0.395860070175889 |      0.395860070176889 |      0.395859864943131 |   1.00e-12 |   2.05e-07
 1326 |      0.391940891802743 |      0.413325566363917 |      0.413325566364917 |      0.413325249454145 |   1.00e-12 |   3.17e-07
 1327 |     -0.281815623623266 |     -0.289521107725098 |     -0.289521107724098 |     -0.289521099570232 |   1.00e-12 |   8.15e-09
 1328 |     -1.294639334228816 |     -3.528604891687313 |     -3.528604891686312 |     -3.528604972811409 |   1.00e-12 |   8.11e-08
 1329 |     -0.912261791797073 |     -1.292391395180604 |     -1.292391395179604 |     -1.292572842723925 |   1.00e-12 |   1.81e-04
 1330 |      0.970069114168915 |      1.459417426233089 |      1.459417426234089 |      1.459498727690038 |   1.00e-12 |   8.13e-05
 1331 |      0.634769786654545 |      0.736445724772814 |      0.736445724773814 |      0.736374307641697 |   1.00e-12 |   7.14e-05
 1332 |     -0.927677382203460 |     -1.334395441812180 |     -1.334395441811179 |     -1.334543044893665 |   1.00e-12 |   1.48e-04
 1333 |     -0.296367259666272 |     -0.305360346678246 |     -0.305360346677246 |     -0.305360332439673 |   1.00e-12 |   1.42e-08
 1334 |      0.088842365749393 |      0.089076849341615 |      0.089076849342615 |      0.089076849341590 |   1.00e-12 |   2.42e-14
 1335 |      0.976445605373049 |      1.479562947606048 |      1.479562947607048 |      1.479636985805339 |   1.00e-12 |   7.40e-05
 1336 |      0.045513648381643 |      0.045545101499560 |      0.045545101500560 |      0.045545101499560 |   1.00e-12 |   1.39e-17
 1337 |      0.462684013417445 |      0.498796085191676 |      0.498796085192676 |      0.498794066185457 |   1.00e-12 |   2.02e-06
 1338 |      0.291808365849405 |      0.300383253233026 |      0.300383253234026 |      0.300383241240242 |   1.00e-12 |   1.20e-08
 1339 |     -1.011778027675680 |     -1.598509416919653 |     -1.598509416918652 |     -1.598552621849813 |   1.00e-12 |   4.32e-05
 1340 |     -1.086494984846786 |     -1.900814339711921 |     -1.900814339710920 |     -1.900826505110918 |   1.00e-12 |   1.22e-05
 1341 |      0.896634918871959 |      1.251486133393300 |      1.251486133394299 |      1.251708638584859 |   9.99e-13 |   2.23e-04
 1342 |      0.013531681420163 |      0.013532507393159 |      0.013532507394159 |      0.013532507393159 |   1.00e-12 |   0.00e+00
 1343 |     -0.386263227343870 |     -0.406693433449353 |     -0.406693433448353 |     -0.406693164049242 |   1.00e-12 |   2.69e-07
 1344 |      0.594892708332641 |      0.676665125418691 |      0.676665125419691 |      0.676630954707672 |   1.00e-12 |   3.42e-05
 1345 |      1.253058225641503 |      3.040613631279220 |      3.040613631280219 |      3.040613916000960 |   9.99e-13 |   2.85e-07
 1346 |     -0.237402465713199 |     -0.241965354536190 |     -0.241965354535190 |     -0.241965353311672 |   1.00e-12 |   1.22e-09
 1347 |     -1.084939057476918 |     -1.893657858428193 |     -1.893657858427191 |     -1.893670374473733 |   1.00e-12 |   1.25e-05
 1348 |     -0.672090010365122 |     -0.795661662100220 |     -0.795661662099221 |     -0.795524539609863 |   1.00e-12 |   1.37e-04
 1349 |      0.898358070088166 |      1.255917675277520 |      1.255917675278520 |      1.256135286796588 |   1.00e-12 |   2.18e-04
 1350 |     -0.750128604408404 |     -0.931836705297500 |     -0.931836705296499 |     -0.931350861771283 |   1.00e-12 |   4.86e-04
